0	BR65472
1	BR51537	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.chiquita.com/sites/default/files/2017-10/Chiquita_Sustainability_Report_2016_2017.pdf'': 'https://www.chiquita.com/sites/default/files/2017-10/Chiquita_Sustainability_Report_2016_2017.pdf'
1	BR54260	Wrong content-type 'text/html' for 'http://www.makalot.com.tw/responsibility_5.aspx'
1	BR64459	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host ww3.viabcp.com:443 ssl:default [getaddrinfo failed]': 'https://ww3.viabcp.com/Connect/ViaBCP2019/Relaciones%20con%20Inversionistas/Reporte%20de%20Sostenibilidad%20BCP%202018%20Final.pdf'
1	BR59188	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.demco.co.th/uploads/cg/20180531-demco-cg-social-responsibility-th.pdf'': 'http://www.demco.co.th/uploads/cg/20180531-demco-cg-social-responsibility-th.pdf'
1	BR53793	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://jumborapportage.com/FbContent.ashx/pub_1005/Downloads/Corporate%20jaarverslag%20Jumbo%20Groep%20Holding.pdf'': 'http://www.jumborapportage.com/FbContent.ashx/pub_1005/Downloads/Corporate%20jaarverslag%20Jumbo%20Groep%20Holding.pdf'
1	BR62365	Wrong content-type 'text/html' for 'https://www.saimia.fi/docs/julkaisut/raportit/yhteiskuntavastuuraportti_2017.pdf'
1	BR54143	Wrong content-type 'text/html' for 'http://www.praxair.com.mx/-/media/corporate/praxair-mexico/documents/reports-papers-case-studies-and-presentations/2016/informe-de-desarrollo-sustentable-2016_con-sello.pdf?la=es-mx'
1	BR61309	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.mayniladwater.com.ph/downloads/Maynilad-SR-2017_FINAL.pdf'': 'http://www.mayniladwater.com.ph/downloads/Maynilad-SR-2017_FINAL.pdf'
1	BR70980	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unitedplantations.com/Files/PDF/Announcements/UPAR2019.pdf'': 'http://www.unitedplantations.com/Files/PDF/Announcements/UPAR2019.pdf'
1	BR55127	<class 'aiohttp.client_exceptions.ClientResponseError'> - '406, message='Not Acceptable', url='https://www.plus.nl/INTERSHOP/static/WFS/PLUS-Site/website-webshop/PLUS-website-webshop/nl_NL/Contentpaginas/Verantwoord/PLUS%20MVO%20Verslag%202016%20update.pdf'': 'https://www.plus.nl/INTERSHOP/static/WFS/PLUS-Site/website-webshop/PLUS-website-webshop/nl_NL/Contentpaginas/Verantwoord/PLUS%20MVO%20Verslag%202016%20update.pdf'
1	BR50538	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.ashdodport.co.il/about/csr/Documents/apc-csr-report-2015.pdf'': 'https://www.ashdodport.co.il/about/csr/Documents/apc-csr-report-2015.pdf'
1	BR70841	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.swirepacific.com/en/sd/sd/sd_report2019.pdf'': 'https://www.swirepacific.com/en/sd/sd/sd_report2019.pdf'
1	BR65735	Wrong content-type 'text/html' for 'https://www.far.se/globalassets/pdf-ovrigt/arsredovisningar/arsredovisning_far_2018_2019.pdf'
1	BR51055	Wrong content-type 'text/html' for 'https://www.bovishomesgroup.co.uk/~/media/Files/B/Bovis-Homes-Group/documents/annual-report/bovis-homes-annual-report-2016.pdf'
1	BR54510	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.mondelezinternational.com/~/media/MondelezCorporate/uploads/downloads/MDLZ2016_progress_report.pdf'': 'http://www.mondelezinternational.com/~/media/MondelezCorporate/uploads/downloads/MDLZ2016_progress_report.pdf'
1	BR60957	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.kb.cz/getmedia/28e5814a-b101-48e5-8a30-3cc555220fbc/CSR_CZ.pdf'': 'https://www.kb.cz/getmedia/28e5814a-b101-48e5-8a30-3cc555220fbc/CSR_CZ.pdf'
1	BR70466	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.nn-group.com/nn-group/file?uuid=5e5ef6b6-d4c6-4da2-886f-d892fe06878e&owner=c5df72fd-8a65-4f75-956d-5e37307aa50c&contentid=3266'': 'https://www.nn-group.com/nn-group/file?uuid=5e5ef6b6-d4c6-4da2-886f-d892fe06878e&owner=c5df72fd-8a65-4f75-956d-5e37307aa50c&contentid=3266'
1	BR59322	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host assets1.dxc.technology:80 ssl:default [getaddrinfo failed]': 'http://assets1.dxc.technology/cr/downloads/DXC_Technology_Corporate_Responsibility_Sustainability_Report_2018.pdf'
1	BR63282	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host nachhaltig.t-mobile.at:443 ssl:default [getaddrinfo failed]': 'https://nachhaltig.t-mobile.at/2018/en/data/#/downloads'
1	BR64507	file exception for 'https://www.bok.com.tw/social-conscience?p_p_id=announcelistn_WAR_KHBAnnounceAreaportlet_INSTANCE_p9lfoADE6eP9&p_p_lifecycle=2&p_p_state=normal&p_p_mode=view&p_p_resource_id=download&p_p_cacheability=cacheLevelPage&p_p_col_id=column-1&p_p_col_pos=1&p_p_col_count=2&_announcelistn_WAR_KHBAnnounceAreaportlet_INSTANCE_p9lfoADE6eP9_fileID=331763' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR65304	Wrong content-type 'text/html' for 'https://www.dai-ichi-life-hd.com/sustainability/library/gri.html'
1	BR52271	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.enap.cl/resources/descargas/transparencia/REPORTE-DE-SOSTENIBILIDAD-ENAP-2016.pdf'': 'https://www.enap.cl/resources/descargas/transparencia/REPORTE-DE-SOSTENIBILIDAD-ENAP-2016.pdf'
1	BR69685	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.clpgroup.com/en/Sustainability-site/Report%20Archive%20%20Year%20Document/GRIContentIndex.pdf'': 'https://www.clpgroup.com/en/Sustainability-site/Report%20Archive%20%20Year%20Document/GRIContentIndex.pdf'
1	BR61942	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.petsathomeplc.com/ar2018/assets/pdf/petsar18_annual_report.pdf'': 'https://investors.petsathome.com/ar2018/assets/pdf/petsar18_annual_report.pdf'
1	BR67019	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://relatoriosluissimoes.pt/Tabela_GRI_2018_+_Ley_-_EN.pdf'': 'http://relatoriosluissimoes.pt/Tabela_GRI_2018_+_Ley_-_EN.pdf'
1	BR63586	Wrong content-type 'text/html' for 'https://www.verbund.com/en-at/about-verbund/investor-relations/financial-reports'
1	BR58041	Wrong content-type 'text/html' for 'http://www.bancounion.com.bo/descargas/InformeRSEgesti%C3%B3n2017.pdf'
1	BR53447	time-out for 'http://eng.gruppoigd.it/Media2/Files/2016-Sustainability-Report' Connection timeout to host http://eng.gruppoigd.it/Media2/Files/2016-Sustainability-Report
1	BR55675	time-out for 'https://csrbericht.scout24.com/en/' Connection timeout to host https://csrbericht.scout24.com/en/
1	BR50493	time-out for 'http://corporate.arcelormittal.com/~/media/Files/A/ArcelorMittal/sdr2016/mexico-170727-reporte-sustentabilidad-2016.pdf' Timeout on reading data from socket
1	BR63696	Wrong content-type 'text/html' for 'http://www.weichuan.com.tw/files/CSRInfodisclosure/weichuanIT181001115707426.pdf'
1	BR62306	file exception for 'https://www.rosenbauer.com/fileadmin/user_upload/group/Investor_Relations/Finanzpublikationen/2017/Rosenbauer_Nachhaltigkeitsbericht_2017.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR60402	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://riberasalud.com/hospital-de-molina/sites/default/files/Memoria%20RSC%20Hospital%20de%20Molina%202017.pdf'': 'http://www.hospitaldemolina.es/sites/default/files/Memoria%20RSC%20Hospital%20de%20Molina%202017.pdf'
1	BR50360	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://amarilo.com.co/sites/default/files/landings/sostenibilidad/file/Informe-Amarilo-Esp.pdf'': 'http://amarilo.com.co/sites/default/files/landings/sostenibilidad/file/Informe-Amarilo-Esp.pdf'
1	BR60001	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.graingercsr.com:443 ssl:default [getaddrinfo failed]': 'https://www.graingercsr.com/2016/csrdownload/indirect/Grainger_2018_Corporate_Responsibility_Report.pdf'
1	BR64602	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.begcl.com/queryAttachPdf?id=2c9052856e645579016ea6d734fa00ba'': 'https://www.begcl.com/queryAttachPdf?id=2c9052856e645579016ea6d734fa00ba'
1	BR52124	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.duratexmadeira.com.br/Relatorio-Anual-2016/'': 'http://www.duratex.com.br/Relatorio-Anual-2016/'
1	BR65173	Wrong content-type 'text/html' for 'https://www.constellium.com/sites/default/files/constellium_business_and_sustainability_report_2018_3.pdf'
1	BR50552	file exception for 'https://www.grupobolivar.com.co/wps/wcm/connect/a5e0c384-9240-4253-9255-569ced23af09/2016-grupo-bolivar.pdf?MOD=AJPERES&CVID=mh8yc04' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR53285	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='http://www.holtek.com.tw/documents/10179/5464621/2016%E7%9B%9B%E7%BE%A4%E5%8D%8A%E5%B0%8E%E9%AB%94%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8_%E6%A9%AB%E5%BC%8F.pdf'': 'http://www.holtek.com.tw/documents/10179/5464621/2016%E7%9B%9B%E7%BE%A4%E5%8D%8A%E5%B0%8E%E9%AB%94%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8_%E6%A9%AB%E5%BC%8F.pdf'
1	BR70411	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.mitsubishi-logistics.co.jp/csr/pdf/csr2020.pdf'': 'https://www.mitsubishi-logistics.co.jp/csr/pdf/csr2020.pdf'
1	BR67883	Wrong content-type 'text/html' for 'https://www.redefine.co.za/view-file/ir_view_10_jan.pdf'
1	BR60980	Wrong content-type 'text/html' for 'https://2017.plan-k.cz/en/about-this-report#obsah'
1	BR52730	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://sustainability.galaxysurfactants.com/404.html'': 'http://sustainability.galaxysurfactants.com/wp-content/uploads/2017/10/Galaxy-SR-16-17.pdf'
1	BR57873	file exception for 'https://www.astrazeneca.com/content/dam/az/Sustainability/2018/Sustainability_report_2017.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50123	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.adcorpgroup.com/Documents/Annual%20Reports/Annual%20Reports/2017%20Adcorp%20IR.pdf'': 'http://www.adcorpgroup.com/Documents/Annual%20Reports/Annual%20Reports/2017%20Adcorp%20IR.pdf'
1	BR60899	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.kerry.com/sustainability/policies-statements/Kerry_2017_Sustainability_Report.pdf'': 'https://www.kerrygroup.com/sustainability/policies-statements/Kerry_2017_Sustainability_Report.pdf'
1	BR57134	<class 'aiohttp.client_exceptions.ClientResponseError'> - '500, message='Internal Server Error', url='https://www.woodside.com/Working-Sustainably/Pages/home.aspx'': 'http://www.woodside.com.au/Working-Sustainably/Pages/home.aspx'
1	BR53478	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host imperial-reports.co.za:80 ssl:default [getaddrinfo failed]': 'http://imperial-reports.co.za/reports/iar_2017/sdr_2017/pdf/imperial_sd_2017_about_this_report.pdf'
1	BR69504	Wrong content-type 'text/html' for 'https://bcrvalores.com/wps/wcm/connect/valores/a213f10e-572e-4743-b361-94f34a6af70a/Memoria+de+Sostenibilidad+.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE.Z18_P8A618K0N88QB0A75MKB371HI7-a213f10e-572e-4743-b361-94f34a6af70a-m-MoxZx'
1	BR69906	file exception for 'https://www.edc.ca/content/dam/edc/en/corporate/corporate-reports/annual-reports/2019-gri-content-index.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR51498	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.nfh.com.hk/responsibility/report/201706/P020170704664837673045.pdf'': 'http://www.nfh.com.hk/responsibility/report/201706/P020170704664837673045.pdf'
1	BR56622	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.torreindustries.com/annualreport/TorreAnnualReport2017.pdf'': 'https://www.torreindustries.com/annualreport/TorreAnnualReport2017.pdf'
1	BR56961	Wrong content-type 'text/html' for 'https://www.virginatlantic.com/gb/en/sustainability/resources.html'
1	BR52645	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.fruttagel.it/public/pagine/56/Sustainability%20report%202016_eng.pdf'': 'http://www.fruttagel.it/public/pagine/56/Sustainability%20report%202016_eng.pdf'
1	BR70134	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.huntsman.com/corporate/Media%20Library/a_MC4EE584E6EFA7273E040EBCD2C6B19E9/NewSustainability_M330970F23D25936BE053D96BEBCD7BD0/Sustainability%20Repor_M355198549F5362BEE053DA6BEBCDD029/files/2019SustainabilityReportFinal2.pdf'': 'https://www.huntsman.com/corporate/Media%20Library/a_MC4EE584E6EFA7273E040EBCD2C6B19E9/NewSustainability_M330970F23D25936BE053D96BEBCD7BD0/Sustainability%20Repor_M355198549F5362BEE053DA6BEBCDD029/files/2019SustainabilityReportFinal2.pdf'
1	BR50135	Wrong content-type 'text/html' for 'http://www.adityabirlachemicals.com/sustainability/index.html '
1	BR50571	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.assore.com/wp-content/uploads/2017/10/Assore-AR-Final-Final-18-Oct.pdf'': 'http://www.assore.com/wp-content/uploads/2017/10/Assore-AR-Final-Final-18-Oct.pdf'
1	BR56280	Wrong content-type 'text/html' for 'http://www.tnc.com.tw/zh-tw/Report/ReportDownload'
1	BR69824	time-out for 'https://www.ecolab.com/-/media/Widen/Sustainability/Corporate-Sustainability-Report/2019/Ecolab-2019-Corporate-Responsibility-GRI-Report_pdf.pdf' Timeout on reading data from socket
1	BR50649	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.avaya.com/en/documents/2016corporate_responsibility_report.pdf?t=0'': 'https://www.avaya.com/en/documents/2016corporate_responsibility_report.pdf?t=0'
1	BR69379	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Page not found', url='https://www.airproducts.com/not-found'': 'http://www.airproducts.com/~/media/Files/PDF/company/2020-sustainability-report.pdf?la=en'
1	BR59142	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host img.dtpower.com:80 ssl:default [getaddrinfo failed]': 'http://img.dtpower.com/templates/new/17keji/images/2018shzebg.pdf'
1	BR52496	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.fenghsin.com.tw/Stocks/csr/csrReport_105.pdf'': 'http://www.fenghsin.com.tw/Stocks/csr/csrReport_105.pdf'
1	BR65782	Wrong content-type 'text/html' for 'https://www.53.com/content/dam/fifth-third/docs/reports/2018-fifth-third-bank-annual-corporate-responsibility-report.pdf'
1	BR52252	Wrong content-type 'text/html' for 'http://emerasustainability.com/'
1	BR53122	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.halyardhealth.com/media/275074/2016-corporate-citizenship-report-updated.pdf'': 'https://www.halyardhealth.com/media/275074/2016-corporate-citizenship-report-updated.pdf'
1	BR55541	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host reporte de sustentabilidad 2017.pdf:80 ssl:default [getaddrinfo failed]': 'http://Reporte de Sustentabilidad 2017.pdf'
1	BR61784	time-out for 'http://oneokcrr.com/grii/' Connection timeout to host http://oneokcrr.com/grii/
1	BR56121	time-out for 'http://www.sti.com.tw/documents/10184/66767/%E6%95%A6%E9%99%BD%E7%A7%91%E6%8A%80105%E5%B9%B4%E5%BA%A6%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B81060619_Final.pdf' Connection timeout to host http://www.sti.com.tw/documents/10184/66767/%E6%95%A6%E9%99%BD%E7%A7%91%E6%8A%80105%E5%B9%B4%E5%BA%A6%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B81060619_Final.pdf
1	BR54857	time-out for 'https://www.oncf.ma/fr/content/download/37966/868018/version/1/file/Rapport%20d%C3%A9veloppement%20durable%20ONCF%20V16.pdf' Connection timeout to host https://www.oncf.ma/fr/content/download/37966/868018/version/1/file/Rapport%20d%C3%A9veloppement%20durable%20ONCF%20V16.pdf
1	BR53415	time-out for 'http://csr.hyundai.com/upfile/report/sar/Sustainability_Report_en_2017.pdf' Connection timeout to host http://csr.hyundai.com/upfile/report/sar/Sustainability_Report_en_2017.pdf
1	BR68298	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://doc.irasia.com/listco/hk/sihuanpharm/annual/2018/ar2018.pdf'': 'http://doc.irasia.com/listco/hk/sihuanpharm/annual/2018/ar2018.pdf'
1	BR66108	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.bepensa.com/wp-content/themes/bepensa/assets/img/bepensa-informe-sostenibilidad-2018.pdf'': 'https://www.bepensa.com/wp-content/themes/bepensa/assets/img/bepensa-informe-sostenibilidad-2018.pdf'
1	BR54302	Wrong content-type 'text/html' for 'https://www.martinmarietta.com/Sustainability/'
1	BR66601	file exception for 'https://www.jjflooringgroup.com/wp-content/uploads/JJF011_CRR18_Rd9_JJ.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR69901	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1MuH1kpMX69STGHf_z99k7Q5T6cRBlUVs/view?usp=sharing'
1	BR63486	file exception for 'http://www.ucctw.com/ezfiles/518/1518/img/4693/CSR_106.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR51827	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://sustainability.coway.co.kr/html/sub50503.asp'': 'http://sustainability.coway.co.kr/html/sub50503.asp'
1	BR56271	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.synthomer.com/investor-relations/financials/results-centre/?region=AMER'': 'https://www.synthomer.com/investor-relations/financials/results-centre/?region=AMER'
1	BR53324	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.cityexpress.com/themes/city_express/docs/informe_de_sostenibilidad_2016.pdf'': 'https://www.cityexpress.com/themes/city_express/docs/informe_de_sostenibilidad_2016.pdf'
1	BR60958	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.kb.cz/getmedia/7aa69a12-06c7-4db2-b542-f64200263062/KB_VZ_2017_EN.pdf.aspx'': 'https://www.kb.cz/getmedia/7aa69a12-06c7-4db2-b542-f64200263062/KB_VZ_2017_EN.pdf.aspx'
1	BR53522	<class 'aiohttp.client_exceptions.ClientResponseError'> - '406, message='Not Acceptable', url='https://www.icsc.com.tw'': 'http://www.icsc.com.tw/CSR.pdf'
1	BR58670	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.chinalife.com.tw:80 ssl:default [getaddrinfo failed]': 'http://www.chinalife.com.tw/CustomUpload/DownloadServlet?UidAndFileName=d55591bf-2c79-4786-a7ae-09e0a2844c49~@@~%E4%B8%AD%E5%A3%BD2017CSR-en.pdf'
1	BR55086	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='http://www.phison.com/Traditional/About.asp?ID=13'': 'http://www.phison.com/Traditional/About.asp?ID=13'
1	BR57823	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host ir.a-itrust.com:80 ssl:default [getaddrinfo failed]': 'http://ir.a-itrust.com/misc/sr2018/sr2018.pdf'
1	BR64798	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.ccwi.com.tw/%E5%9C%8B%E5%8C%962018%E5%B9%B4CSR.pdf'': 'http://www.ccwi.com.tw/%E5%9C%8B%E5%8C%962018%E5%B9%B4CSR.pdf'
1	BR59278	Wrong content-type 'text/html' for 'https://report.dormakaba.com/2017_18/sr-06_01-gri-content-index/'
1	BR66587	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.iteqcorp.com/wp-content/uploads/2016/12/1081205-CSR-ENG.pdf'': 'http://www.iteq.com.tw/wp-content/uploads/2016/12/1081205-CSR-ENG.pdf'
1	BR56958	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.vingroup.net/en-us/shareholder-relations/shareholder-relations-after-the-merger/annual-reports/document.aspx'': 'http://www.vingroup.net/en-us/shareholder-relations/shareholder-relations-after-the-merger/annual-reports/document.aspx'
1	BR56167	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.sumika.com.tw/4-6.htm'': 'https://www.sumika.com.tw/4-6.htm'
1	BR51608	Wrong content-type 'text/html' for 'https://www.cityunionbank.com/downloads/AnnualReport2017.pdf'
1	BR50550	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://sustainability.asianpaints.com/download-reports.html'': 'http://sustainability.asianpaints.com/download-reports.html'
1	BR55254	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.ptpjb.com:443 ssl:default [getaddrinfo failed]': 'https://www.ptpjb.com/wp-content/uploads/2017/10/SRPJB2016_lowres.pdf'
1	BR54270	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.magairports.com/media/1433/mag-2017-csr-report-final.pdf'': 'https://www.magairports.com/media/1433/mag-2017-csr-report-final.pdf'
1	BR66954	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://ri.light.com.br/fck_temp/1023_27/file/RA%20Light%202018.pdf'': 'http://ri.light.com.br/fck_temp/1023_27/file/RA%20Light%202018.pdf'
1	BR69173	Wrong content-type 'text/html' for 'https://www.wilhelmsen.com/investors/reports-and-presentations/sustainability2018/about-our-report/gri/'
1	BR57522	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.agropalma.com.br/arquivos/relatorios/BX3_EN_AGP_016_Relatrio-sustentabilidade_REVISADO-1548333911.pdf'': 'https://www.agropalma.com.br/arquivos/relatorios/BX3_EN_AGP_016_Relatrio-sustentabilidade_REVISADO-1548333911.pdf'
1	BR65075	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://cmr.mx/wp-content/uploads/2019/05/INFORME-ANUAL-2018-completo.pdf'': 'http://www.cmr.mx/wp-content/uploads/2019/05/INFORME-ANUAL-2018-completo.pdf'
1	BR52629	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host www.fraserscommercialtrust.com:80 ssl:default [getaddrinfo failed]': 'http://www.fraserscommercialtrust.com/investor-relations/files/media/publications/annual-reports/FCOT%20AR2016_low.ashx'
1	BR64444	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.balder.se/en/about-balder/press/reports/11-april-2019'': 'https://en.balder.se/about-balder/press/reports/11-april-2019'
1	BR57068	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.werkhaus.de/fileadmin/user_upload/pdf/Kataloge/610021_NB_25012017.pdf'': 'http://www.werkhaus.de/fileadmin/user_upload/pdf/Kataloge/610021_NB_25012017.pdf'
1	BR52260	Wrong content-type 'text/html' for 'http://www.emperorcapital.com/en/investors_relation/financial_information/annual_interim_reports/index.php'
1	BR52219	<class 'aiohttp.client_exceptions.ClientConnectorDNSError'> - 'Cannot connect to host ri.elektro.com.br:443 ssl:default [getaddrinfo failed]': 'https://ri.elektro.com.br/informacoes-financeiras/relatorios-anuais-e-de-sustentabilidade'
1	BR54233	Wrong content-type 'text/html' for 'https://www.m1.com.sg/-/media/Files/M1Portal/Annual%20Reports/2016/AR_2016.ashx'
1	BR57064	Wrong content-type 'text/html' for 'http://www.welspunindia.com/investor-corner.php'
1	BR52011	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.destia.fi/media/vuosikertomus-2016/destia_annual_report_2016.pdf'': 'https://www.destia.fi/media/vuosikertomus-2016/destia_annual_report_2016.pdf'
1	BR58319	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://ecovalor.eco.br/site/wp-content/uploads/2018/07/Box-Print-Relat%C3%B3rio-de-Sustentabilidade.pdf'': 'https://www.ecovalor.eco.br/site/wp-content/uploads/2018/07/Box-Print-Relat%C3%B3rio-de-Sustentabilidade.pdf#page=28'
1	BR71097	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.zkb.ch/media/dok/corporate/nachhaltigkeit/gri-bericht-2019.pdf'': 'https://www.zkb.ch/media/dok/corporate/nachhaltigkeit/gri-bericht-2019.pdf'
1	BR64857	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/462_1558522353815.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62722	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.sisal.com/documents/94028/454311/Rapporto+di+Sostenibilit%C3%A0+2017/03be9347-be2d-4b7f-97cb-5d56f7802fc1'': 'https://www.sisal.com/documents/94028/454311/Rapporto+di+Sostenibilit%C3%A0+2017/03be9347-be2d-4b7f-97cb-5d56f7802fc1'
1	BR54067	time-out for 'http://www.latamairlinesgroup.net/static-files/a66fbc5a-709f-4b6e-a2cf-9fc281d9bec6' Timeout on reading data from socket
1	BR70107	<class 'aiohttp.client_exceptions.ClientResponseError'> - '403, message='Forbidden', url='https://www.highfieldresources.com.au/wp-content/uploads/sites/2/2020/06/sustainabilityreport2019.pdf'': 'https://www.highfieldresources.com.au/wp-content/uploads/sites/2/2020/06/sustainabilityreport2019.pdf'
1	BR56444	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.tersa.cat/en/sustainability-report-2016_91963.pdf'': 'http://www.tersa.cat/en/sustainability-report-2016_91963.pdf'
1	BR67103	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://www.maxi-cash.com/wp-content/uploads/2019/05/Maxi-Cash-Sustainability-Report-2018.pdf'': 'https://maxi-cash.com/wp-content/uploads/2019/05/Maxi-Cash-Sustainability-Report-2018.pdf'
